"observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species"
"Synanthedon bolteri","Synanthedon bolteri","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Synanthedon","Synanthedon bolteri"
"Coleophora atromarginata","Coleophora atromarginata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora atromarginata"
"Papestra quadrata","Papestra quadrata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papestra","Papestra quadrata"
"Cochylichroa hospes","Cochylichroa hospes","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cochylis","Cochylichroa hospes"
"Homoeosoma electella","Homoeosoma electella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Homoeosoma","Homoeosoma electella"
"Caloptilia vacciniella","Caloptilia vacciniella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia vacciniella"
"Cameraria cincinnatiella","Cameraria cincinnatiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Cameraria","Cameraria cincinnatiella"
"Macaria bicolorata","Macaria bicolorata","species","Semiothisa bicolorata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria bicolorata"
"Meroptera cviatella","Meroptera cviatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Meroptera","Meroptera cviatella"
"Eupithecia sharronata","Eupithecia sharronata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia sharronata"
"Sciota subfuscella","Sciota subfuscella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Sciota","Sciota subfuscella"
"Achyra rantalis","Achyra rantalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Achyra","Achyra rantalis"
"Digrammia mellistrigata","Digrammia mellistrigata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Digrammia","Digrammia mellistrigata"
"Papestra","Papestra","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papestra",""
"Euchlaena","Euchlaena","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Euchlaena",""
"Petrophila","Petrophila","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Petrophila",""
"Monochroa quinquepunctella","Monochroa quinquepunctella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa quinquepunctella"
"Proxenus mendosa","Proxenus mendosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Proxenus","Proxenus mendosa"
"Coleotechnites starki","Coleotechnites starki","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Coleotechnites","Coleotechnites starki"
"Trichordestra","Trichordestra","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Trichordestra",""
"Carterocephalus","Carterocephalus","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carterocephalus",""
"Tinea svenssoni","Tinea svenssoni","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea svenssoni"
"Xanthorhoe ramaria","Xanthorhoe ramaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe ramaria"
"Satyrodes","Lethe","subgenus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Lethe",""
"Ectoedemia similella","Ectoedemia similella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Ectoedemia","Ectoedemia similella"
"Stigmella lapponica","Stigmella lapponica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","Stigmella lapponica"
"Papaipema leucostigma","Papaipema leucostigma","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","Papaipema leucostigma"
"Euxoa intrita","Euxoa intrita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa intrita"
"Agonopterix clemensella","Agonopterix clemensella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Agonopterix","Agonopterix clemensella"
"Argyresthia austerella","Argyresthia austerella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia austerella"
"Cydia albimaculana","Cydia albimaculana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia albimaculana"
"Carmenta ithacae","Carmenta ithacae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Carmenta","Carmenta ithacae"
"Argyrostrotis anilis","Argyrostrotis anilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Argyrostrotis","Argyrostrotis anilis"
"Ancylis semiovana","Ancylis semiovana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis semiovana"
"Hydriomena exculpata","Hydriomena exculpata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hydriomena","Hydriomena exculpata"
"Eucopina monitorana","Eucopina monitorana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucopina","Eucopina monitorana"
"Anthophila","Anthophila","genus","Abeille","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Anthophila",""
"Trypanisma prudens","Trypanisma prudens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Trypanisma","Trypanisma prudens"
"Phyllonorycter tiliacella","Phyllonorycter tiliacella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter tiliacella"
"Parornix inusitatumella","Parornix inusitatumella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix inusitatumella"
"Phiaris turfosana","Phiaris turfosana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phiaris","Phiaris turfosana"
"Argyresthia freyella","Argyresthia freyella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia freyella"
"Cenopis directana","Cenopis directana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cenopis","Cenopis directana"
"Marathyssa basalis","Marathyssa basalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Marathyssa","Marathyssa basalis"
"Virbia immaculata","Virbia immaculata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Virbia","Virbia immaculata"
"Amphipoea velata","Loscopia velata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Loscopia","Loscopia velata"
"Apotomis tertiana","Apotomis tertiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis","Apotomis tertiana"
"Clostera brucei","Clostera brucei","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Clostera","Clostera brucei"
"Dichrorampha sedatana","Dichrorampha sedatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Dichrorampha","Dichrorampha sedatana"
"Aethes deutschiana","Aethes deutschiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Aethes","Aethes deutschiana"
"Acleris negundana","Acleris negundana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris negundana"
"Olethreutes turfosana","Olethreutes turfosana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes turfosana"
"Eucosma kiscana","Eucosma kiscana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma","Eucosma kiscana"
"Scopula ancellata","Scopula ancellata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula ancellata"
"Stigmella argentifasciella","Stigmella argentifasciella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","Stigmella argentifasciella"
"Euxoa detersa","Euxoa detersa","species","Ver-gris arénicole","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa detersa"
"Lithophane thujae","Lithophane thujae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane thujae"
"Fabiola edithella","Fabiola edithella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Fabiola","Fabiola edithella"
"Macrochilo bivittata","Macrochilo bivittata","species","Hormisa bivittata","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Macrochilo","Macrochilo bivittata"
"Apamea plutonia","Apamea plutonia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea plutonia"
"Sesia tibiale","Sesia tibiale","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Sesia","Sesia tibiale"
"Arcutelphusa talladega","Arcutelphusa talladega","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Arcutelphusa","Arcutelphusa talladega"
"Decodes macdunnoughi","Decodes macdunnoughi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Decodes","Decodes macdunnoughi"
"Eremobina leucoscelis","Eremobina leucoscelis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eremobina","Eremobina leucoscelis"
"Cerura","Cerura","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Cerura",""
"Habrosyne gloriosa","Habrosyne gloriosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Habrosyne","Habrosyne gloriosa"
"Eupithecia assimilata","Eupithecia assimilata","species","L'eupithécie du groseillier","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia assimilata"
"Globia subflava","Globia subflava","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Globia","Globia subflava"
"Hypocoena rufostrigata","Hypocoena rufostrigata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hypocoena","Hypocoena rufostrigata"
"Antaeotricha","Antaeotricha","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Antaeotricha",""
"Helcystogramma melanocarpa","Helcystogramma melanocarpa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Helcystogramma","Helcystogramma melanocarpa"
"Sympistis","Sympistis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sympistis",""
"Ephestiodes erythrella","Ephestiodes erythrella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ephestiodes","Ephestiodes erythrella"
"Stigmella nigriverticella","Stigmella nigriverticella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","Stigmella nigriverticella"
"Pieris oleracea oleracea","Pieris oleracea oleracea","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris oleracea"
"Paraplatyptilia carolina","Paraplatyptilia carolina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Paraplatyptilia","Paraplatyptilia carolina"
"Marimatha nigrofimbria","Marimatha nigrofimbria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Marimatha","Marimatha nigrofimbria"
"Callopistria floridensis","Callopistria floridensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Callopistria","Callopistria floridensis"
"Oeneis jutta reducta","Oeneis jutta reducta","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis jutta"
"Erynnis brizo brizo","Erynnis brizo brizo","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis brizo"
"Caloptilia alnicolella","Caloptilia alnicolella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia alnicolella"
"Xestia homogena","Xestia homogena","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia homogena"
"Colias christina kluanensis","Colias christina kluanensis","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias christina"
"Boloria bellona bellona","Boloria bellona bellona","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Boloria","Clossiana toddi"
"Cupido amyntula amyntula","Cupido amyntula amyntula","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido","Elkalyce amyntula"
"Crambus whitmerellus","Crambus whitmerellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambus","Crambus whitmerellus"
"Boloria chariclea boisduvalii","Boloria chariclea boisduvalii","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Boloria","Clossiana boisduvalii"
"Paranthrene hilairemontis","Paranthrene hilairemontis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Paranthrene","Paranthrene hilairemontis"
"Pyla impostor","Pyla impostor","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Pyla","Pyla impostor"
"Melipotis indomita","Melipotis indomita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Melipotis","Melipotis walkeri"
"Immyrla","Immyrla","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Immyrla",""
"Platynota semiustana","Platynota semiustana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Platynota","Platynota semiustana"
"Choristoneura albaniana","Choristoneura albaniana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Choristoneura","Choristoneura albaniana"
"Gretchena watchungana","Gretchena watchungana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Gretchena","Gretchena watchungana"
"Melanapamea mixta","Melanapamea mixta","species","Apamea mixta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Melanapamea","Melanapamea mixta"
"Scardia anatomella","Scardia anatomella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Scardia","Scardia anatomella"
"Anomis illita","Anomis illita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anomis","Anomis illita"
"Satyrium acadica acadica","Satyrium acadica acadica","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Satyrium","Strymon acadica"
"Epinotia corylana","Epinotia corylana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia corylana"
"Acrobasis tumidulella","Acrobasis caryivorella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis caryivorella"
"Phyllonorycter aeriferella","Phyllonorycter aeriferella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter aeriferella"
"Olethreutes clavana","Olethreutes clavana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes clavana"
"Lithophane lepida","Lithophane lepida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane lepida"
"Sciota subcaesiella","Sciota subcaesiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Sciota","Sciota subcaesiella"
"Parornix spiraeifoliella","Parornix spiraeifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix spiraeifoliella"
"Stenoptilia coloradensis","Stenoptilia coloradensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Stenoptilia","Stenoptilia coloradensis"
"Ledaea perditalis","Ledaea perditalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spargaloma","Ledaea perditalis"
"Sparganothis pulcherrimana","Sparganothis pulcherrimana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sparganothis","Sparganothis pulcherrimana"
"Fabiola shaleriella","Fabiola shalleriella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Fabiola","Fabiola shalleriella"
"Leucanthiza dircella","Leucanthiza dircella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Leucanthiza","Leucanthiza dircella"
"Euhyponomeutoides","Euhyponomeutoides","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Euhyponomeutoides",""
